ds,humidity,temp_dht,temp_bmp,pressure
2025-01-04 18:29:25,57.674347152488075,36.631881771992354,1149.7426129431894,906.6186633400043
2025-01-04 18:32:06,57.39566850364571,36.684282298542605,1149.0861506361412,906.9632082180841
2025-01-05 15:54:51,67.36166131598274,34.51817586295877,1103.463556423559,931.9102738109277
2025-01-05 16:09:42,67.63850525968424,34.71199170706301,1105.8682994540745,930.2861398230538
2025-01-05 16:24:42,67.78195810959494,34.91773106593912,1107.7782232250136,928.8767646119165
2025-01-05 16:39:42,67.76432777326079,35.13472114127901,1109.0520581762569,927.7885313498931
2025-01-05 16:54:42,67.56919808718715,35.363141976065364,1109.6004748995679,927.0942149586414
2025-01-05 17:09:42,67.18893290390278,35.60200642233299,1109.3630594605147,926.845459225889
2025-01-05 17:24:42,66.62507542461076,35.84912282448208,1108.3101291274272,927.0693537434129
2025-01-05 17:39:42,65.8882435616499,36.10112984742951,1106.442881648954,927.7665872713734
2025-01-05 17:54:42,64.99753475295094,36.35360282176686,1103.7919352149736,928.9113092118398
2025-01-05 18:09:42,63.979482525310736,36.60122678930184,1100.4144118272975,930.4527169957983
2025-01-05 18:24:42,62.86663298308252,36.83802749878113,1096.3898000879685,932.3182716742682
2025-01-05 18:39:42,61.695830686324086,37.05764815649255,1091.8148991814844,934.418334682465
2025-01-05 18:54:42,60.506318816572666,37.253656988912645,1086.798190247017,936.651922998359
2025-01-05 19:09:42,59.33776720294868,37.41986879445368,1081.4540019953308,938.9132042369508
2025-01-05 20:34:25,54.71985735899734,37.58762648039606,1050.1639601856807,947.9405093756451
2025-01-05 20:49:20,54.43430873975771,37.466950153553114,1045.1384778920633,948.4487840283314
2025-01-05 21:04:20,54.323152256968775,37.30389107346047,1040.3537621302917,948.6373895221611
2025-01-05 21:19:20,54.38054722014121,37.103559583745216,1035.855077589566,948.5569822616787
2025-01-05 21:34:20,54.593186867696964,36.871697918524475,1031.6477176556189,948.2813940933856
2025-01-05 21:49:21,54.94403884131607,36.6146909555632,1027.7245389251889,947.8981757976549
2025-01-05 22:04:20,55.411387462387225,36.34076208965036,1024.0900944176117,947.5047055508143
2025-01-05 22:19:20,55.97480615615955,36.056696979664125,1020.7217283626966,947.1970230576036
2025-01-05 22:34:20,56.611917396847595,35.77048470827416,1017.6142573820281,947.067573421727
2025-01-05 22:49:20,57.301905643913805,35.489519646579126,1014.7611322992303,947.196573611737
2025-01-05 23:04:20,58.026081025708784,35.22060360232109,1012.1600470566445,947.6468703219688
2025-01-05 23:19:20,58.76864914376665,34.96968759468222,1009.8135202821599,948.4595138508435
2025-01-05 23:34:20,59.51719420770641,34.741661175549254,1007.7286223276994,949.6507913806034
2025-01-05 23:49:20,60.26286340386871,34.54019783113691,1005.9158980720675,951.2109152820116
2025-01-06 00:04:20,61.0002625527979,34.367661610991284,1004.3876050424665,953.1044509986999
2025-01-06 00:19:20,61.7270937429992,34.22507658424485,1003.1554454622228,955.2724525789417
2025-01-06 00:34:20,62.443583284222875,34.11215724516297,1002.2280153919864,957.6361597990964
2025-01-21 08:25:29,71.47069419290845,31.1427659934299,933.9144164608598,957.2878564270509
2025-01-21 08:40:21,72.07372712974504,30.91684476824867,936.7093043991927,956.5827082641916
2025-01-21 08:55:21,72.62762454068135,30.71683691155281,939.5483019005972,955.5950459990919
2025-01-21 09:10:21,73.10075760544636,30.54914800884954,942.3014737103717,954.3618400461979
2025-01-21 09:25:21,73.46831148421884,30.417506712862476,944.8656918225604,952.9328731210454
2025-01-21 09:40:21,73.7082790876118,30.32494926226522,947.1466006921038,951.3720077907427
2025-01-21 09:55:21,73.80294311990339,30.273681037601655,949.0648997741278,949.7523904620139
2025-01-21 10:10:21,73.7401722386743,30.264961880329928,950.5618618094537,948.150976641384
2025-01-21 10:25:21,73.51444045261039,30.29902391406829,951.6037223643519,946.6427693035776
2025-01-21 10:40:21,73.12749371999573,30.37502931697568,952.1846407409141,945.2951828341697
2025-01-21 10:55:21,72.5886079707431,30.49107358926917,952.3280170260757,944.1629368870712
2025-01-21 11:10:21,71.91440720475607,30.644237445066434,952.0860495206722,943.2838480671702
2025-01-21 11:25:21,71.12823741546683,30.830687672723727,951.5375247646497,942.6758252429584
