created_at,humidity,temp_dht,temp_bmp,pressure
2025-02-24 18:04:33+00:00,67.0,37.4,1018.88,936.22
2025-02-24 18:19:33+00:00,65.0,37.4,1018.76,936.11
2025-02-24 18:34:33+00:00,64.0,38.0,1018.52,935.89
2025-02-24 18:49:33+00:00,62.0,38.0,1018.25,935.65
2025-02-24 19:04:33+00:00,63.0,38.5,1018.09,935.5
2025-02-24 19:19:33+00:00,58.0,38.5,1017.72,935.16
2025-02-24 19:50:09+00:00,52.0,36.9,1017.44,934.9
2025-02-24 20:05:09+00:00,50.0,37.4,1017.16,934.64
2025-02-24 20:20:09+00:00,50.0,37.4,1017.24,934.72
2025-02-24 20:35:09+00:00,47.0,38.0,1017.45,934.91
2025-02-24 20:50:09+00:00,51.0,37.4,1017.38,934.84
2025-02-24 21:05:09+00:00,50.0,37.4,1017.56,935.01
2025-02-24 21:20:09+00:00,50.0,37.4,1017.53,934.98
2025-02-24 21:35:09+00:00,49.0,36.9,1017.68,935.12
2025-02-24 21:50:09+00:00,54.0,36.9,1017.78,935.21
2025-02-24 22:05:09+00:00,56.0,36.4,1018.12,935.52
2025-02-24 22:20:09+00:00,52.0,35.6,1018.59,935.96
2025-02-24 22:35:09+00:00,52.0,35.2,1018.83,936.17
2025-02-24 22:50:09+00:00,52.0,35.2,1018.91,936.25
2025-02-24 23:05:09+00:00,54.0,35.2,1019.31,936.62
2025-02-24 23:20:09+00:00,,,1019.51,936.8
2025-02-24 23:35:09+00:00,,,1019.77,937.04
2025-03-08 18:42:21+00:00,,,1018.91,936.25
2025-03-08 18:42:37+00:00,50.0,35.2,1018.97,936.31
2025-03-08 18:57:32+00:00,48.0,37.0,1019.04,936.37
2025-03-08 19:12:32+00:00,45.0,38.0,1019.02,936.35
2025-03-08 19:27:32+00:00,43.0,39.0,1019.0,936.33
2025-03-08 19:42:32+00:00,40.0,39.0,1018.97,936.31
2025-03-08 19:57:32+00:00,39.0,39.0,1018.97,936.31
2025-03-08 20:12:32+00:00,43.0,39.0,1018.8,936.15
2025-03-08 20:27:32+00:00,41.0,39.0,1018.68,936.04
2025-03-08 20:42:32+00:00,41.0,38.5,1018.81,936.16
2025-03-08 20:57:32+00:00,42.0,38.5,1018.81,936.16
2025-03-08 21:12:32+00:00,41.0,38.5,1018.77,936.12
2025-03-08 21:27:32+00:00,43.0,38.5,1018.87,936.21
2025-03-08 21:42:32+00:00,43.0,38.0,1018.98,936.31
2025-03-08 21:57:32+00:00,42.0,38.0,1018.88,936.23
2025-03-08 22:12:33+00:00,42.0,38.0,1019.05,936.38
2025-03-08 22:27:32+00:00,45.0,37.5,1019.1,936.43
2025-03-08 22:42:32+00:00,45.0,37.4,1019.06,936.39
2025-03-08 22:57:32+00:00,44.0,36.9,1019.13,936.45
2025-03-08 23:12:32+00:00,43.0,36.9,1019.21,936.52
2025-03-08 23:27:32+00:00,43.0,36.4,1019.4,936.7
2025-03-08 23:42:32+00:00,44.0,36.3,1019.56,936.85
2025-03-08 23:57:32+00:00,43.0,35.6,1019.64,936.92
2025-03-09 00:12:32+00:00,43.0,35.6,1019.77,937.04
2025-03-09 00:27:32+00:00,43.0,35.2,1019.9,937.16
2025-03-09 00:42:32+00:00,45.0,35.2,1019.9,937.16
2025-03-09 00:57:32+00:00,46.0,35.2,1019.96,937.22
2025-03-09 01:12:32+00:00,47.0,35.2,1019.91,937.17
2025-03-09 01:27:32+00:00,47.0,35.2,1019.99,937.24
2025-03-09 01:42:32+00:00,48.0,35.2,1019.94,937.2
2025-03-09 01:57:32+00:00,49.0,34.7,1019.9,937.16
2025-03-09 02:12:32+00:00,50.0,34.7,1019.9,937.16
2025-03-09 02:27:32+00:00,51.0,34.7,1019.91,937.16
2025-03-09 02:42:32+00:00,52.0,34.7,1019.87,937.13
2025-03-09 02:57:32+00:00,53.0,34.7,1019.87,937.13
2025-03-09 03:12:31+00:00,53.0,34.2,1019.86,937.13
2025-03-09 03:27:31+00:00,53.0,34.2,1019.75,937.02
2025-03-09 03:42:31+00:00,53.0,34.2,1019.76,937.03
2025-03-09 03:57:32+00:00,54.0,34.2,1019.71,936.98
2025-03-09 04:12:31+00:00,55.0,33.8,1019.7,936.97
2025-03-09 04:27:31+00:00,55.0,33.8,1019.55,936.84
2025-03-09 04:42:31+00:00,55.0,33.8,1019.42,936.72
2025-03-09 04:57:31+00:00,55.0,33.8,1019.33,936.63
2025-03-09 05:12:31+00:00,55.0,33.7,1019.4,936.7
2025-03-09 05:27:31+00:00,55.0,33.3,1019.22,936.53
2025-03-09 05:42:31+00:00,56.0,33.3,1019.16,936.48
2025-03-09 05:57:31+00:00,57.0,33.3,1019.29,936.6
2025-03-09 06:12:31+00:00,57.0,33.3,1019.22,936.54
2025-03-09 06:27:31+00:00,59.0,32.8,1019.2,936.52
2025-03-09 06:42:31+00:00,58.0,32.8,1019.06,936.39
2025-03-09 06:57:31+00:00,58.0,32.8,1019.05,936.38
2025-03-09 07:12:31+00:00,58.0,32.8,1019.14,936.46
2025-03-09 07:27:31+00:00,59.0,32.8,1019.02,936.35
2025-03-09 07:42:31+00:00,59.0,32.3,1019.14,936.46
2025-03-09 07:57:31+00:00,59.0,32.3,1019.2,936.51
2025-03-09 08:12:31+00:00,59.0,32.3,1019.23,936.54
2025-03-09 08:27:31+00:00,59.0,32.3,1019.2,936.52
2025-03-09 08:42:31+00:00,59.0,31.8,1019.37,936.67
2025-03-09 08:57:31+00:00,59.0,31.8,1019.39,936.69
2025-03-09 09:12:31+00:00,59.0,31.8,1019.52,936.81
2025-03-09 09:27:31+00:00,59.0,31.8,1019.67,936.95
2025-03-09 09:42:31+00:00,59.0,31.8,1019.6,936.88
2025-03-09 09:57:31+00:00,59.0,31.8,1019.67,936.95
2025-03-09 10:12:31+00:00,60.0,31.3,1019.85,937.11
2025-03-09 10:27:31+00:00,60.0,31.3,1019.84,937.1
2025-03-09 10:42:31+00:00,60.0,31.3,1019.97,937.23
2025-03-09 10:57:31+00:00,60.0,31.3,1019.87,937.13
2025-03-09 11:12:31+00:00,60.0,31.3,1019.91,937.17
2025-03-09 11:27:31+00:00,60.0,31.3,1019.95,937.2
2025-03-09 11:42:31+00:00,60.0,31.3,1019.92,937.18
2025-03-09 11:57:31+00:00,60.0,31.3,1019.87,937.13
2025-03-12 08:30:59+00:00,76.0,28.0,1020.36,937.58
2025-03-12 08:45:51+00:00,76.0,28.0,1020.51,937.72
2025-03-12 09:00:51+00:00,77.0,25.3,1020.61,937.82
2025-03-12 09:15:51+00:00,78.0,25.3,1020.79,937.98
2025-03-12 09:30:51+00:00,77.0,25.3,1021.02,938.19
2025-03-12 09:45:51+00:00,77.0,25.3,1021.06,938.22
2025-03-12 10:00:51+00:00,77.0,25.3,1021.33,938.47
2025-03-12 10:30:51+00:00,72.0,27.1,1021.71,938.82
2025-03-12 11:45:51+00:00,63.0,29.8,1021.98,939.07
2025-03-12 12:00:51+00:00,61.0,30.8,1022.05,939.14
2025-03-12 12:15:51+00:00,59.0,31.3,1022.07,939.15
2025-03-12 12:30:51+00:00,58.0,31.8,1021.95,939.04
2025-03-12 12:45:51+00:00,56.0,32.3,1021.91,939.01
2025-03-12 13:00:51+00:00,54.0,32.8,1021.88,938.98
2025-03-12 13:15:51+00:00,52.0,33.3,1021.92,939.01
2025-03-12 13:30:51+00:00,51.0,33.8,1021.91,939.01
2025-03-12 13:45:51+00:00,50.0,34.7,1021.76,938.87
2025-03-12 14:00:51+00:00,48.0,35.2,1021.83,938.94
2025-03-12 14:30:51+00:00,45.0,36.3,1021.44,938.57
2025-03-12 15:00:51+00:00,40.0,37.4,1021.01,938.18
2025-03-12 15:15:51+00:00,39.0,37.4,1020.8,937.99
2025-03-12 16:30:52+00:00,30.0,40.1,1019.67,936.94
2025-03-12 17:00:55+00:00,,,1019.38,936.68
2025-03-12 18:15:55+00:00,42.0,36.3,1018.79,936.14
2025-03-22 13:23:21+00:00,,,0.0,0.0
2025-03-22 13:38:14+00:00,77.0,26.7,1021.66,938.78
2025-03-22 13:53:14+00:00,60.0,30.8,1021.63,938.75
2025-03-22 14:08:14+00:00,59.0,31.3,1021.53,938.66
2025-03-22 14:23:14+00:00,57.0,31.8,1021.33,938.47
2025-03-22 14:38:14+00:00,56.0,31.8,1021.15,938.31
2025-03-22 14:53:14+00:00,56.0,32.3,1020.7,937.89
2025-03-22 15:08:14+00:00,56.0,32.3,1020.62,937.82
2025-03-22 15:23:14+00:00,52.0,33.3,1020.2,937.44
2025-03-22 15:38:14+00:00,51.0,33.8,1020.2,937.44
2025-03-22 15:53:14+00:00,52.0,34.2,1019.95,937.2
2025-03-22 16:08:14+00:00,51.0,33.8,1019.57,936.86
2025-03-22 16:23:14+00:00,48.0,34.7,1019.42,936.72
2025-03-22 16:53:14+00:00,45.0,35.6,1018.85,936.19
2025-03-22 17:08:14+00:00,46.0,35.6,1018.83,936.18
2025-03-22 17:32:00+00:00,,,0.0,0.0
2025-03-22 17:32:59+00:00,,,0.0,0.0
2025-08-31 18:42:03+00:00,32.0,32.8,30.6,1022.51
2025-08-31 18:48:48+00:00,,,30.63,1022.49
2025-08-31 18:49:46+00:00,,,30.75,1022.49
2025-08-31 18:50:18+00:00,32.0,32.3,30.78,1022.42
2025-08-31 19:00:29+00:00,,,31.09,1022.56
2025-08-31 19:04:26+00:00,,,31.26,1022.63
2025-08-31 19:06:35+00:00,,,31.13,1022.61
2025-08-31 19:09:05+00:00,,,30.79,1022.65
2025-08-31 19:42:32+00:00,,,28.35,1022.71
2025-08-31 20:12:32+00:00,,,27.52,1022.85
2025-08-31 20:42:32+00:00,,,26.45,1022.88
2025-08-31 21:12:32+00:00,,,25.16,1022.78
2025-08-31 21:42:32+00:00,,,24.06,1022.95
2025-08-31 22:12:32+00:00,,,23.33,1023.12
2025-08-31 22:41:51+00:00,,,23.19,1023.46
2025-08-31 23:11:47+00:00,,,22.77,1023.84
2025-08-31 23:41:47+00:00,,,22.22,1024.08
2025-09-01 00:11:47+00:00,,,21.87,1024.22
2025-09-01 00:41:47+00:00,,,21.82,1024.21
2025-09-01 08:25:49+00:00,,,19.85,1025.36
2025-09-01 08:55:45+00:00,,,20.68,1025.74
2025-09-01 09:25:44+00:00,,,20.46,1025.66
2025-09-01 09:55:44+00:00,,,20.49,1025.75
2025-09-01 10:25:44+00:00,,,20.39,1026.13
2025-09-01 10:55:44+00:00,,,20.65,1026.36
2025-09-01 11:25:44+00:00,,,20.8,1026.56
2025-09-01 11:55:46+00:00,,,21.04,1026.96
2025-09-01 12:25:44+00:00,,,21.36,1027.13
2025-09-01 12:55:44+00:00,,,21.56,1027.49
2025-09-01 13:25:44+00:00,,,22.03,1027.52
2025-09-01 13:55:45+00:00,,,22.33,1027.28
2025-09-01 14:25:44+00:00,,,22.82,1026.96
2025-09-01 14:55:44+00:00,,,23.4,1026.37
2025-09-01 15:25:44+00:00,,,23.89,1025.73
2025-09-01 15:55:44+00:00,,,24.55,1025.41
2025-09-01 16:25:44+00:00,,,25.15,1025.14
2025-09-01 16:55:44+00:00,,,25.73,1024.35
2025-09-01 17:25:44+00:00,,,26.51,1024.0
2025-09-01 17:55:44+00:00,,,27.02,1023.69
2025-09-01 18:25:44+00:00,,,27.66,1023.68
2025-09-01 18:55:44+00:00,,,27.95,1023.79
2025-09-01 19:19:49+00:00,,,28.2,1023.58
2025-09-01 19:49:44+00:00,,,27.8,1023.88
2025-09-01 20:49:44+00:00,,,25.54,1024.22
2025-09-01 21:19:44+00:00,,,24.51,1024.35
2025-09-01 21:49:44+00:00,,,23.71,1024.52
2025-09-01 22:19:44+00:00,,,23.02,1024.6
2025-09-01 22:49:44+00:00,,,22.52,1024.89
2025-09-01 23:19:44+00:00,,,22.0,1025.09
2025-09-01 23:49:44+00:00,,,21.6,1025.2
2025-09-02 00:19:44+00:00,,,21.38,1025.31
2025-09-02 00:49:44+00:00,,,21.6,1025.63
2025-09-02 01:19:44+00:00,,,21.54,1025.9
2025-09-02 01:49:45+00:00,,,21.23,1025.77
2025-09-02 02:19:44+00:00,,,21.04,1025.69
2025-09-02 02:49:44+00:00,,,20.93,1025.62
2025-09-02 03:19:44+00:00,,,20.56,1025.34
2025-09-02 03:49:44+00:00,,,20.35,1025.3
2025-09-02 04:19:44+00:00,,,20.11,1025.24
2025-09-02 04:49:44+00:00,,,19.9,1025.29
2025-09-02 05:19:44+00:00,,,19.42,1025.18
2025-09-02 05:49:44+00:00,,,19.35,1025.04
2025-09-02 06:19:44+00:00,,,18.9,1024.95
2025-09-02 06:49:44+00:00,,,18.41,1025.14
2025-09-02 07:19:44+00:00,,,18.23,1025.24
2025-09-02 07:49:44+00:00,,,17.93,1025.34
2025-09-02 08:19:44+00:00,,,17.71,1025.42
2025-09-02 08:29:33+00:00,,,18.43,1025.53
2025-09-02 08:59:28+00:00,,,18.05,1025.99
2025-09-02 09:29:28+00:00,,,18.08,1026.3
2025-09-02 09:59:28+00:00,,,18.37,1026.39
2025-09-02 10:29:28+00:00,,,19.71,1026.79
2025-09-02 10:59:28+00:00,,,21.24,1027.21
2025-09-02 11:29:28+00:00,,,21.85,1027.57
2025-09-02 11:59:28+00:00,,,23.59,1027.87
2025-09-02 12:29:28+00:00,,,23.75,1027.98
2025-09-02 12:59:28+00:00,,,24.63,1027.92
2025-09-02 13:29:28+00:00,,,25.46,1027.65
2025-09-02 13:59:28+00:00,,,26.48,1027.42
2025-09-02 14:29:28+00:00,,,27.63,1026.56
2025-09-02 14:59:30+00:00,,,29.05,1025.2
2025-09-02 15:29:28+00:00,,,31.57,1023.67
2025-09-02 15:59:28+00:00,,,30.35,1024.07
2025-09-02 16:29:28+00:00,,,31.05,1023.02
2025-09-02 16:59:28+00:00,,,32.66,1022.9
2025-09-02 17:29:28+00:00,,,34.77,1021.85
2025-09-02 17:59:28+00:00,,,32.42,1020.97
2025-09-02 18:29:28+00:00,,,32.04,1021.37
2025-09-02 18:59:28+00:00,,,27.98,1023.19
2025-09-02 19:29:28+00:00,,,27.5,1023.28
2025-09-02 19:59:28+00:00,,,26.9,1023.46
2025-09-09 21:55:07+00:00,,,0.0,0.0
2026-02-13 16:49:24+00:00,,,31.58,1020.23
2026-02-13 16:50:00+00:00,,,31.49,1020.29
2026-02-13 16:50:19+00:00,55.0,33.3,31.44,1020.22
2026-02-13 16:55:50+00:00,56.0,33.3,31.57,1020.11
2026-02-13 17:10:46+00:00,57.0,33.3,31.73,1019.9
2026-02-13 17:30:42+00:00,51.0,34.2,32.01,1019.58
2026-02-13 17:31:58+00:00,,,32.16,1019.59
2026-02-13 17:33:04+00:00,53.0,34.2,32.1,1019.56
2026-02-13 17:37:49+00:00,49.0,34.6,32.47,1019.58
2026-02-13 17:42:38+00:00,48.0,34.7,32.71,1019.53
2026-02-13 17:47:28+00:00,53.0,34.8,32.7,1019.36
2026-02-13 17:52:15+00:00,,,32.35,1019.23
2026-02-13 17:54:13+00:00,,,32.42,1019.18
2026-02-13 17:57:40+00:00,,,32.4,1019.14
2026-02-13 17:59:37+00:00,44.0,34.2,32.09,1019.1
2026-02-13 18:04:26+00:00,45.0,34.2,32.39,1019.05
2026-02-13 18:07:56+00:00,45.0,34.2,31.89,1018.97
2026-02-13 18:10:04+00:00,47.0,34.2,32.42,1018.82
2026-02-13 18:10:27+00:00,47.0,34.2,32.52,1018.84
2026-02-13 18:15:17+00:00,48.0,34.7,32.58,1018.86
2026-02-13 18:20:06+00:00,45.0,34.7,32.62,1018.75
2026-02-13 18:24:56+00:00,42.0,34.7,32.58,1018.75
2026-02-13 18:29:47+00:00,43.0,34.7,32.8,1018.62
2026-02-13 18:34:37+00:00,42.0,35.2,33.07,1018.65
2026-02-13 18:39:27+00:00,45.0,35.2,33.29,1018.62
2026-02-13 18:44:17+00:00,42.0,35.2,33.13,1018.45
2026-02-13 18:49:08+00:00,43.0,35.6,33.17,1018.43
2026-02-13 18:53:58+00:00,42.0,35.2,33.06,1018.21
2026-02-13 18:58:48+00:00,43.0,35.2,33.21,1018.2
2026-02-13 19:03:38+00:00,43.0,35.2,33.34,1018.07
2026-02-13 19:08:28+00:00,42.0,35.2,33.19,1018.13
2026-02-13 19:13:18+00:00,42.0,35.6,33.43,1018.09
2026-02-13 19:18:09+00:00,40.0,35.2,33.27,1018.09
2026-02-13 19:22:59+00:00,41.0,35.2,33.35,1018.07
2026-02-13 19:27:49+00:00,44.0,35.6,33.62,1017.91
2026-02-13 19:32:40+00:00,43.0,35.6,33.7,1017.92
2026-02-13 19:37:30+00:00,42.0,35.6,33.72,1017.94
2026-02-13 19:42:20+00:00,41.0,35.6,33.56,1017.9
2026-02-13 19:47:10+00:00,40.0,35.6,33.59,1017.89
2026-02-13 19:52:00+00:00,40.0,35.6,33.52,1017.94
2026-02-13 19:56:49+00:00,40.0,35.6,33.23,1017.92
2026-02-13 19:58:38+00:00,,,33.23,1017.9
2026-02-13 19:59:07+00:00,,,33.17,1017.89
2026-02-13 20:03:59+00:00,,,32.94,1017.97
2026-02-13 20:08:51+00:00,,,32.89,1018.01
2026-02-13 20:12:19+00:00,,,32.98,1017.9
2026-02-13 20:18:27+00:00,38.0,35.6,32.89,1018.07
2026-02-13 20:20:51+00:00,39.0,35.6,33.23,1017.99
2026-02-13 20:22:26+00:00,,,33.32,1018.03
2026-02-13 20:22:50+00:00,,,33.41,1018.0
2026-02-13 20:25:01+00:00,,,33.55,1017.94
2026-02-13 20:32:18+00:00,42.0,35.2,33.04,1017.95
2026-02-13 20:33:20+00:00,42.0,35.2,32.63,1017.84
2026-02-13 21:01:50+00:00,46.0,33.3,32.01,1018.07
2026-02-13 21:30:22+00:00,57.0,33.3,31.81,1018.29
2026-02-13 21:58:51+00:00,65.0,32.8,31.59,1018.68
2026-02-13 22:27:20+00:00,66.0,32.3,31.32,1018.84
2026-02-13 22:55:51+00:00,62.0,32.3,31.09,1019.23
2026-02-13 23:24:22+00:00,67.0,31.8,30.83,1019.83
2026-02-13 23:30:28+00:00,76.0,32.3,30.88,1020.0
2026-02-13 23:58:17+00:00,75.0,31.8,30.58,1020.66
2026-02-14 00:26:45+00:00,74.0,31.3,30.21,1020.8
2026-02-14 00:55:15+00:00,72.0,30.8,29.85,1021.16
2026-02-14 01:23:44+00:00,74.0,30.2,29.48,1021.55
2026-02-14 01:52:14+00:00,75.0,29.8,29.24,1021.52
2026-02-14 02:20:46+00:00,75.0,29.8,28.94,1021.54
2026-02-14 02:49:12+00:00,79.0,29.3,28.75,1021.41
2026-02-14 03:17:40+00:00,83.0,29.3,28.41,1021.14
2026-02-14 03:46:11+00:00,85.0,28.9,28.04,1020.89
2026-02-14 04:14:42+00:00,86.0,28.9,27.96,1020.77
2026-02-14 04:43:12+00:00,88.0,28.5,27.8,1020.58
2026-02-14 05:11:42+00:00,89.0,28.5,27.54,1020.33
2026-02-14 05:40:14+00:00,91.0,28.0,27.38,1020.07
2026-02-14 06:08:44+00:00,91.0,28.0,27.12,1019.99
2026-02-14 06:37:15+00:00,91.0,28.0,27.02,1020.07
2026-02-14 07:05:46+00:00,93.0,27.6,26.73,1020.04
2026-02-14 07:34:15+00:00,93.0,27.6,26.49,1019.93
2026-02-14 08:02:48+00:00,93.0,27.6,26.77,1020.14
2026-02-14 08:31:17+00:00,94.0,27.1,26.4,1020.38
2026-02-14 08:59:46+00:00,94.0,26.7,26.11,1020.83
2026-02-14 09:28:18+00:00,94.0,26.7,25.83,1021.05
2026-02-14 09:56:48+00:00,96.0,26.2,25.85,1021.19
2026-02-14 10:25:19+00:00,96.0,26.2,25.74,1021.42
2026-02-14 10:53:51+00:00,97.0,26.2,25.69,1021.8
2026-02-14 11:22:23+00:00,98.0,26.2,25.69,1021.97
2026-02-14 11:50:53+00:00,98.0,26.7,25.63,1022.01
2026-02-14 12:19:26+00:00,98.0,26.7,25.83,1022.14
2026-02-14 12:47:58+00:00,96.0,27.1,26.22,1022.22
2026-02-14 13:16:31+00:00,92.0,27.6,26.57,1022.09
2026-02-14 13:45:08+00:00,86.0,28.5,27.21,1021.81
